4.543351, 4.384190, 2.644003, 0.000000
4.545778, 4.380999, 2.643455, 0.000000
4.540880, 4.381652, 2.639568, 0.000000
4.540126, 4.382401, 2.643332, 0.000000
4.542013, 4.382535, 2.644259, 0.000000
4.542119, 4.382438, 2.640362, 0.000000
4.547861, 4.382870, 2.640848, 0.000000
4.550144, 4.384498, 2.641696, 0.000000
4.549905, 4.385527, 2.644118, 0.000000
4.555148, 4.382612, 2.642748, 0.000000
4.554348, 4.383611, 2.642747, 0.000000
4.552618, 4.382859, 2.642787, 0.000000
4.553634, 4.382530, 2.644391, 0.000000
4.552749, 4.381935, 2.643848, 0.000000
4.553416, 4.378273, 2.641468, 0.000000
4.553179, 4.378620, 2.642251, 0.000000
4.545259, 4.379102, 2.639089, 0.000000
4.543644, 4.380808, 2.640240, 0.000000
4.547686, 4.379300, 2.640887, 0.000000
4.538416, 4.381609, 2.641671, 0.000000
4.539919, 4.383819, 2.642723, 0.000000
4.529320, 4.386543, 2.639212, 0.000000
4.531235, 4.384909, 2.640063, 0.000000
4.528571, 4.384356, 2.641859, 0.000000
4.526859, 4.384382, 2.639490, 0.000000
4.536291, 4.384604, 2.642186, 0.000000
4.536530, 4.383328, 2.639749, 0.000000
4.542132, 4.385940, 2.641757, 0.000000
4.541127, 4.383463, 2.642051, 0.000000
4.539385, 4.386876, 2.642661, 0.000000
4.549526, 4.386910, 2.646210, 0.000000
4.556010, 4.385737, 2.646753, 0.000000
4.563886, 4.382164, 2.643819, 0.000000
4.564589, 4.381864, 2.643594, 0.000000
4.567313, 4.384463, 2.648355, 0.000000
4.561579, 4.385821, 2.647534, 0.000000
4.568272, 4.379495, 2.642749, 0.000000
4.562918, 4.380298, 2.641579, 0.000000
4.568083, 4.379407, 2.645213, 0.000000
4.562981, 4.378166, 2.644135, 0.000000
4.555875, 4.378811, 2.644015, 0.000000
4.555797, 4.379569, 2.641760, 0.000000
4.542375, 4.382044, 2.642009, 0.000000
4.539584, 4.384354, 2.644734, 0.000000
4.543976, 4.384023, 2.640318, 0.000000
4.546036, 4.384910, 2.643110, 0.000000
4.544745, 4.387923, 2.644021, 0.000000
4.538923, 4.389358, 2.643244, 0.000000
4.534318, 4.387196, 2.639891, 0.000000
4.544927, 4.386715, 2.646302, 0.000000
4.544856, 4.387361, 2.646689, 0.000000
4.540599, 4.390270, 2.644245, 0.000000
4.541626, 4.388346, 2.643495, 0.000000
4.533256, 4.391475, 2.643838, 0.000000
4.526376, 4.392508, 2.643187, 0.000000
4.526920, 4.394147, 2.644440, 0.000000
4.522933, 4.393335, 2.640354, 0.000000
4.529738, 4.392399, 2.643440, 0.000000
4.529397, 4.393867, 2.643770, 0.000000
4.535711, 4.391575, 2.644850, 0.000000
4.532658, 4.390537, 2.641323, 0.000000
4.534977, 4.391485, 2.641651, 0.000000
4.530687, 4.391497, 2.645226, 0.000000
4.525805, 4.392438, 2.642720, 0.000000
4.520955, 4.393795, 2.640606, 0.000000
4.520642, 4.391604, 2.643718, 0.000000
4.521871, 4.388849, 2.640828, 0.000000
4.517793, 4.389636, 2.640687, 0.000000
4.515555, 4.391150, 2.640424, 0.000000
4.517696, 4.390239, 2.640644, 0.000000
4.517545, 4.392931, 2.642037, 0.000000
4.523283, 4.394682, 2.644020, 0.000000
4.526541, 4.390204, 2.639925, 0.000000
4.518522, 4.387028, 2.638208, 0.000000
4.519363, 4.386242, 2.639120, 0.000000
4.511517, 4.390329, 2.638904, 0.000000
4.512121, 4.392725, 2.640566, 0.000000
4.518396, 4.391893, 2.638013, 0.000000
4.511768, 4.395315, 2.640046, 0.000000
4.507419, 4.395882, 2.642126, 0.000000
4.512912, 4.396128, 2.642584, 0.000000
4.511291, 4.397002, 2.644164, 0.000000
4.513955, 4.398436, 2.644222, 0.000000
4.510905, 4.400004, 2.640874, 0.000000
4.511823, 4.398673, 2.644180, 0.000000
4.513224, 4.394592, 2.641650, 0.000000
4.508875, 4.397791, 2.641787, 0.000000
4.511367, 4.393470, 2.639746, 0.000000
4.515801, 4.392168, 2.639571, 0.000000
4.517305, 4.393715, 2.642500, 0.000000
4.524705, 4.391558, 2.641428, 0.000000
4.532477, 4.391560, 2.643833, 0.000000
4.536384, 4.390228, 2.645303, 0.000000
4.533972, 4.394532, 2.644059, 0.000000
4.539893, 4.393614, 2.643691, 0.000000
4.545210, 4.392093, 2.648977, 0.000000
4.543048, 4.391391, 2.646050, 0.000000
4.543996, 4.391358, 2.644706, 0.000000
4.540372, 4.391317, 2.644623, 0.000000
4.527046, 4.392451, 2.643838, 0.000000
